# Model:              Mantle-stripped_Asteroid_11_2_18.mph
# Version:            COMSOL 5.3.0.260
# Date:               Jan 15 2018, 10:49
# Table:              Probe Table 2 
# Time (s)               Top Temperature          Melting Degree           Temperature P(0.5,0.5)   Rayleigh number          Bottom Temperature       Dynamic Viscosity [Pa s]  Nu = 0.006*Ra^(0.3)        Nu=0.385*Ra^(0.233)     Reynolds number
1.3947895791583165       0.21459918799749195      0                        0.28685620558604347      0                        0.3132014340566227       1.0E14                   0                        0                        0
1.3987975951903806       0.2141517228741711       0                        0.28610512918156394      0                        0.3123396636698139       1.0E14                   0                        0                        0
1.4028056112224447       0.21370616060174186      0                        0.2853572464071806       0                        0.31148155728364935      1.0E14                   0                        0                        0
1.4068136272545089       0.21326250118020412      0                        0.2846125572628934       0                        0.3106271148981288       1.0E14                   0                        0                        0
1.410821643286573        0.21282177547863923      0                        0.28387279200191984      0                        0.3097783217023724       1.0E14                   0                        0                        0
1.4148296593186371       0.21240224566837662      0                        0.283168602707797        0                        0.30897034615903607      1.0E14                   0                        0                        0
1.4188376753507013       0.21198271585811396      0                        0.2824644134136741       0                        0.3081623706156995       1.0E14                   0                        0                        0
1.4228456913827654       0.2115631860478513       0                        0.2817602241195512       0                        0.3073543950723632       1.0E14                   0                        0                        0
1.4268537074148295       0.21114365623758868      0                        0.2810560348254283       0                        0.3065464195290266       1.0E14                   0                        0                        0
1.4308617234468937       0.21072412642732602      0                        0.28035184553130543      0                        0.3057384439856903       1.0E14                   0                        0                        0
1.4348697394789578       0.21030459661706336      0                        0.27964765623718246      0                        0.30493046844235394      1.0E14                   0                        0                        0
1.438877755511022        0.20988506680680075      0                        0.2789434669430596       0                        0.3041224928990174       1.0E14                   0                        0                        0
1.442885771543086        0.20946553699653808      0                        0.2782392776489367       0                        0.30331451735568105      1.0E14                   0                        0                        0
1.4468937875751502       0.20904600718627545      0                        0.2775350883548138       0                        0.3025065418123445       1.0E14                   0                        0                        0
1.4509018036072143       0.2086264773760128       0                        0.2768308990606909       0                        0.30169856626900815      1.0E14                   0                        0                        0
1.4549098196392785       0.20820694756575014      0                        0.276126709766568        0                        0.3008905907256718       1.0E14                   0                        0                        0
1.4589178356713426       0.2077874177554875       0                        0.27542252047244514      0                        0.30008261518233525      1.0E14                   0                        0                        0
1.4629258517034067       0.2073986042515834       0                        0.2747698880074478       0                        0.29933379408371996      1.0E14                   0                        0                        0
1.4669338677354709       0.20701820461949677      0                        0.2741313780917738       0                        0.2986011766884249       1.0E14                   0                        0                        0
1.470941883767535        0.20663780498741013      0                        0.27349286817609975      0                        0.2978685592931294       1.0E14                   0                        0                        0
1.4749498997995991       0.2062574053553235       0                        0.27285435826042576      0                        0.2971359418978341       1.0E14                   0                        0                        0
1.4789579158316633       0.20587700572323683      0                        0.2722158483447517       0                        0.2964033245025388       1.0E14                   0                        0                        0
1.4829659318637274       0.2054966060911502       0                        0.2715773384290777       0                        0.2956707071072433       1.0E14                   0                        0                        0
1.4869739478957915       0.20511620645906353      0                        0.2709388285134037       0                        0.29493808971194824      1.0E14                   0                        0                        0
1.4909819639278556       0.2047358068269769       0                        0.2703003185977297       0                        0.2942054723166527       1.0E14                   0                        0                        0
1.4949899799599198       0.20435540719489026      0                        0.2696618086820557       0                        0.29347285492135744      1.0E14                   0                        0                        0
1.498997995991984        0.20397500756280362      0                        0.26902329876638165      0                        0.29274023752606215      1.0E14                   0                        0                        0
1.503006012024048        0.203594607930717        0                        0.26838478885070766      0                        0.29200762013076687      1.0E14                   0                        0                        0
1.5070140280561122       0.20321420829863035      0                        0.2677462789350336       0                        0.2912750027354716       1.0E14                   0                        0                        0
1.5110220440881763       0.2028338086665437       0                        0.2671077690193596       0                        0.29054238534017607      1.0E14                   0                        0                        0
1.5150300601202404       0.20245340903445708      0                        0.2664692591036856       0                        0.2898097679448808       1.0E14                   0                        0                        0
1.5190380761523046       0.2020730094023704       0                        0.26583074918801153      0                        0.2890771505495855       1.0E14                   0                        0                        0
1.5230460921843687       0.20169260977028375      0                        0.26519223927233754      0                        0.2883445331542902       1.0E14                   0                        0                        0
1.5270541082164328       0.2013122101381971       0                        0.2645537293566635       0                        0.2876119157589949       1.0E14                   0                        0                        0
1.531062124248497        0.20093181050611048      0                        0.2639152194409895       0                        0.2868792983636994       1.0E14                   0                        0                        0
1.535070140280561        0.20055141087402384      0                        0.26327670952531546      0                        0.2861466809684041       1.0E14                   0                        0                        0
1.539078156312625        0.2001710112419372       0                        0.2626381996096415       0                        0.28541406357310883      1.0E14                   0                        0                        0
1.5430861723446891       0.19979061160985057      0                        0.2619996896939675       0                        0.28468144617781355      1.0E14                   0                        0                        0
1.5470941883767533       0.19941021197776393      0                        0.2613611797782935       0                        0.28394882878251826      1.0E14                   0                        0                        0
1.5511022044088174       0.1990298123456773       0                        0.2607226698626195       0                        0.28321621138722297      1.0E14                   0                        0                        0
1.5551102204408815       0.19864941271359066      0                        0.26008415994694545      0                        0.2824835939919277       1.0E14                   0                        0                        0
1.5591182364729457       0.198278215558787        0                        0.25946109644545357      0                        0.28176869944376737      1.0E14                   0                        0                        0
1.5631262525050098       0.19793345213523994      0                        0.2588824021229136       0                        0.28110471303304374      1.0E14                   0                        0                        0
1.567134268537074        0.19758868871169294      0                        0.2583037078003736       0                        0.2804407266223199       1.0E14                   0                        0                        0
1.571142284569138        0.19724392528814588      0                        0.2577250134778336       0                        0.27977674021159604      1.0E14                   0                        0                        0
1.5751503006012022       0.19689916186459885      0                        0.2571463191552936       0                        0.2791127538008724       1.0E14                   0                        0                        0
1.5791583166332663       0.19655439844105183      0                        0.25656762483275364      0                        0.27844876739014834      1.0E14                   0                        0                        0
1.5831663326653305       0.19620963501750482      0                        0.25598893051021365      0                        0.2777847809794247       1.0E14                   0                        0                        0
1.5871743486973946       0.19586487159395777      0                        0.2554102361876737       0                        0.27712079456870087      1.0E14                   0                        0                        0
1.5911823647294587       0.19552010817041077      0                        0.25483154186513374      0                        0.276456808157977        1.0E14                   0                        0                        0
1.5951903807615229       0.1951753447468637       0                        0.2542528475425937       0                        0.2757928217472534       1.0E14                   0                        0                        0
1.599198396793587        0.1948305813233167       0                        0.25367415322005377      0                        0.27512883533652954      1.0E14                   0                        0                        0
1.6032064128256511       0.19448581789976965      0                        0.25309545889751384      0                        0.2744648489258057       1.0E14                   0                        0                        0
1.6072144288577153       0.19414105447622265      0                        0.25251676457497385      0                        0.27380086251508207      1.0E14                   0                        0                        0
1.6112224448897794       0.1937962910526756       0                        0.25193807025243387      0                        0.273136876104358        1.0E14                   0                        0                        0
1.6152304609218435       0.1934515276291286       0                        0.2513593759298939       0                        0.27247288969363437      1.0E14                   0                        0                        0
1.6192384769539077       0.19310676420558154      0                        0.2507806816073539       0                        0.2718089032829105       1.0E14                   0                        0                        0
1.6232464929859718       0.19276200078203454      0                        0.25020198728481396      0                        0.27114491687218667      1.0E14                   0                        0                        0
1.627254509018036        0.19241723735848748      0                        0.24962329296227398      0                        0.27048093046146304      1.0E14                   0                        0                        0
